Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
6,432,247641,INDU,Indiana Dunes NP,2017
7,446,319946,INDU,Indiana Dunes NP,2017
8,446,462357,INDU,Indiana Dunes NP,2017
9,432,405688,INDU,Indiana Dunes NP,2017
10,446,82494,INDU,Indiana Dunes NP,2017
11,432,87193,INDU,Indiana Dunes NP,2017
12,446,64399,INDU,Indiana Dunes NP,2017
1,446,70652,INDU,Indiana Dunes NP,2018
2,403,70450,INDU,Indiana Dunes NP,2018
3,446,128682,INDU,Indiana Dunes NP,2018
4,432,93585,INDU,Indiana Dunes NP,2018
5,446,143790,INDU,Indiana Dunes NP,2018
6,432,240295,INDU,Indiana Dunes NP,2018
7,670,421553,INDU,Indiana Dunes NP,2018
8,670,204010,INDU,Indiana Dunes NP,2018
9,432,167089,INDU,Indiana Dunes NP,2018
10,446,132862,INDU,Indiana Dunes NP,2018
11,432,52878,INDU,Indiana Dunes NP,2018
12,446,30233,INDU,Indiana Dunes NP,2018
1,335,69916,INDU,Indiana Dunes NP,2019
2,302,85702,INDU,Indiana Dunes NP,2019
3,446,219070,INDU,Indiana Dunes NP,2019
4,324,107862,INDU,Indiana Dunes NP,2019
5,335,142403,INDU,Indiana Dunes NP,2019
6,324,302203,INDU,Indiana Dunes NP,2019
7,335,449968,INDU,Indiana Dunes NP,2019
8,335,290469,INDU,Indiana Dunes NP,2019
9,324,206226,INDU,Indiana Dunes NP,2019
10,335,105984,INDU,Indiana Dunes NP,2019
11,324,79674,INDU,Indiana Dunes NP,2019
12,335,74808,INDU,Indiana Dunes NP,2019
1,335,82444,INDU,Indiana Dunes NP,2020
2,302,87813,INDU,Indiana Dunes NP,2020
3,335,93273,INDU,Indiana Dunes NP,2020
4,324,91272,INDU,Indiana Dunes NP,2020
5,335,154428,INDU,Indiana Dunes NP,2020
6,324,341505,INDU,Indiana Dunes NP,2020
7,335,427408,INDU,Indiana Dunes NP,2020
8,335,389689,INDU,Indiana Dunes NP,2020
9,324,225594,INDU,Indiana Dunes NP,2020
10,335,227773,INDU,Indiana Dunes NP,2020
11,324,78893,INDU,Indiana Dunes NP,2020
12,335,93014,INDU,Indiana Dunes NP,2020
1,335,86065,INDU,Indiana Dunes NP,2021
2,302,93430,INDU,Indiana Dunes NP,2021
3,335,171050,INDU,Indiana Dunes NP,2021
4,324,234442,INDU,Indiana Dunes NP,2021
5,335,396362,INDU,Indiana Dunes NP,2021
6,324,319611,INDU,Indiana Dunes NP,2021
7,335,594272,INDU,Indiana Dunes NP,2021
8,335,437313,INDU,Indiana Dunes NP,2021
9,324,343696,INDU,Indiana Dunes NP,2021
10,335,253640,INDU,Indiana Dunes NP,2021
11,324,144881,INDU,Indiana Dunes NP,2021
12,335,102448,INDU,Indiana Dunes NP,2021
1,335,71633,INDU,Indiana Dunes NP,2022
2,302,74372,INDU,Indiana Dunes NP,2022
3,335,127431,INDU,Indiana Dunes NP,2022
4,324,141437,INDU,Indiana Dunes NP,2022
5,335,234403,INDU,Indiana Dunes NP,2022
6,324,438727,INDU,Indiana Dunes NP,2022
7,335,575495,INDU,Indiana Dunes NP,2022
8,335,470160,INDU,Indiana Dunes NP,2022
9,324,271515,INDU,Indiana Dunes NP,2022
10,335,232067,INDU,Indiana Dunes NP,2022
11,324,108278,INDU,Indiana Dunes NP,2022
12,335,88662,INDU,Indiana Dunes NP,2022
1,335,72043,INDU,Indiana Dunes NP,2023
2,302,85594,INDU,Indiana Dunes NP,2023
3,335,123793,INDU,Indiana Dunes NP,2023
4,324,149947,INDU,Indiana Dunes NP,2023
5,335,266439,INDU,Indiana Dunes NP,2023
6,324,550235,INDU,Indiana Dunes NP,2023
7,335,509785,INDU,Indiana Dunes NP,2023
8,335,401694,INDU,Indiana Dunes NP,2023
9,324,245308,INDU,Indiana Dunes NP,2023
10,335,167652,INDU,Indiana Dunes NP,2023
11,324,104878,INDU,Indiana Dunes NP,2023
12,335,88524,INDU,Indiana Dunes NP,2023
1,335,61625,INDU,Indiana Dunes NP,2024
2,302,92355,INDU,Indiana Dunes NP,2024
3,335,122949,INDU,Indiana Dunes NP,2024
4,324,168932,INDU,Indiana Dunes NP,2024
5,335,289683,INDU,Indiana Dunes NP,2024
6,324,456916,INDU,Indiana Dunes NP,2024
1,355,95278,JOTR,Joshua Tree NP,2007
2,462,124960,JOTR,Joshua Tree NP,2007
3,541,149974,JOTR,Joshua Tree NP,2007
4,605,166256,JOTR,Joshua Tree NP,2007
5,361,105744,JOTR,Joshua Tree NP,2007
6,258,68848,JOTR,Joshua Tree NP,2007
7,260,68325,JOTR,Joshua Tree NP,2007
8,281,73565,JOTR,Joshua Tree NP,2007
9,290,76578,JOTR,Joshua Tree NP,2007
10,404,107220,JOTR,Joshua Tree NP,2007
11,602,156581,JOTR,Joshua Tree NP,2007
12,388,105650,JOTR,Joshua Tree NP,2007
1,378,102205,JOTR,Joshua Tree NP,2008
2,455,127998,JOTR,Joshua Tree NP,2008
3,916,260407,JOTR,Joshua Tree NP,2008
4,669,177975,JOTR,Joshua Tree NP,2008
5,421,113044,JOTR,Joshua Tree NP,2008
6,219,60395,JOTR,Joshua Tree NP,2008
7,233,64621,JOTR,Joshua Tree NP,2008
8,239,66032,JOTR,Joshua Tree NP,2008
9,294,78831,JOTR,Joshua Tree NP,2008
10,453,117308,JOTR,Joshua Tree NP,2008
11,487,129558,JOTR,Joshua Tree NP,2008
12,344,94072,JOTR,Joshua Tree NP,2008
1,358,98513,JOTR,Joshua Tree NP,2009
2,350,97112,JOTR,Joshua Tree NP,2009
3,608,171428,JOTR,Joshua Tree NP,2009
4,656,177361,JOTR,Joshua Tree NP,2009
5,469,123705,JOTR,Joshua Tree NP,2009
6,281,74463,JOTR,Joshua Tree NP,2009
7,247,65923,JOTR,Joshua Tree NP,2009
8,248,67161,JOTR,Joshua Tree NP,2009
9,303,79011,JOTR,Joshua Tree NP,2009
10,452,119870,JOTR,Joshua Tree NP,2009
11,473,126299,JOTR,Joshua Tree NP,2009
12,378,103625,JOTR,Joshua Tree NP,2009
1,402,106932,JOTR,Joshua Tree NP,2010
2,448,123925,JOTR,Joshua Tree NP,2010
3,761,207336,JOTR,Joshua Tree NP,2010
4,689,190427,JOTR,Joshua Tree NP,2010
5,483,131035,JOTR,Joshua Tree NP,2010
6,287,76320,JOTR,Joshua Tree NP,2010
7,266,72789,JOTR,Joshua Tree NP,2010
8,291,80053,JOTR,Joshua Tree NP,2010
9,293,81596,JOTR,Joshua Tree NP,2010
10,434,117098,JOTR,Joshua Tree NP,2010
11,498,134653,JOTR,Joshua Tree NP,2010
12,413,112812,JOTR,Joshua Tree NP,2010
1,426,116050,JOTR,Joshua Tree NP,2011
2,433,119977,JOTR,Joshua Tree NP,2011
3,704,194339,JOTR,Joshua Tree NP,2011
4,699,195244,JOTR,Joshua Tree NP,2011
5,454,124339,JOTR,Joshua Tree NP,2011
6,301,81534,JOTR,Joshua Tree NP,2011
7,270,74707,JOTR,Joshua Tree NP,2011
8,232,64969,JOTR,Joshua Tree NP,2011
9,285,71694,JOTR,Joshua Tree NP,2011
10,400,102752,JOTR,Joshua Tree NP,2011
11,513,135131,JOTR,Joshua Tree NP,2011
12,436,115501,JOTR,Joshua Tree NP,2011
1,412,109800,JOTR,Joshua Tree NP,2012
2,474,128888,JOTR,Joshua Tree NP,2012
3,649,178259,JOTR,Joshua Tree NP,2012
4,673,186175,JOTR,Joshua Tree NP,2012
5,431,117183,JOTR,Joshua Tree NP,2012
6,275,72981,JOTR,Joshua Tree NP,2012
7,275,74748,JOTR,Joshua Tree NP,2012
8,251,68027,JOTR,Joshua Tree NP,2012
9,295,79377,JOTR,Joshua Tree NP,2012
10,372,104590,JOTR,Joshua Tree NP,2012
11,534,145103,JOTR,Joshua Tree NP,2012
12,465,130986,JOTR,Joshua Tree NP,2012
1,409,114833,JOTR,Joshua Tree NP,2013
2,463,130396,JOTR,Joshua Tree NP,2013
3,698,197074,JOTR,Joshua Tree NP,2013
4,703,196575,JOTR,Joshua Tree NP,2013
5,455,127406,JOTR,Joshua Tree NP,2013
6,283,77567,JOTR,Joshua Tree NP,2013
7,260,74274,JOTR,Joshua Tree NP,2013
8,329,89444,JOTR,Joshua Tree NP,2013
9,267,71667,JOTR,Joshua Tree NP,2013
10,206,54688,JOTR,Joshua Tree NP,2013
11,427,120911,JOTR,Joshua Tree NP,2013
12,456,128505,JOTR,Joshua Tree NP,2013
1,333,101069,JOTR,Joshua Tree NP,2014
2,550,152467,JOTR,Joshua Tree NP,2014
3,690,195810,JOTR,Joshua Tree NP,2014
4,683,187219,JOTR,Joshua Tree NP,2014
5,459,125920,JOTR,Joshua Tree NP,2014
6,279,76297,JOTR,Joshua Tree NP,2014
7,304,78413,JOTR,Joshua Tree NP,2014
8,363,94933,JOTR,Joshua Tree NP,2014
9,341,89968,JOTR,Joshua Tree NP,2014
10,498,131935,JOTR,Joshua Tree NP,2014
11,655,175727,JOTR,Joshua Tree NP,2014
12,665,180146,JOTR,Joshua Tree NP,2014
1,668,169097,JOTR,Joshua Tree NP,2015
2,760,200450,JOTR,Joshua Tree NP,2015
3,969,256873,JOTR,Joshua Tree NP,2015
4,819,216432,JOTR,Joshua Tree NP,2015
5,668,177545,JOTR,Joshua Tree NP,2015
6,423,110176,JOTR,Joshua Tree NP,2015
7,382,102545,JOTR,Joshua Tree NP,2015
8,406,107537,JOTR,Joshua Tree NP,2015
9,473,123171,JOTR,Joshua Tree NP,2015
10,616,163512,JOTR,Joshua Tree NP,2015
11,756,200168,JOTR,Joshua Tree NP,2015
12,740,198250,JOTR,Joshua Tree NP,2015
1,769,193843,JOTR,Joshua Tree NP,2016
2,890,236807,JOTR,Joshua Tree NP,2016
3,1218,327072,JOTR,Joshua Tree NP,2016
4,891,242959,JOTR,Joshua Tree NP,2016
5,830,220378,JOTR,Joshua Tree NP,2016
6,417,110505,JOTR,Joshua Tree NP,2016
7,583,149299,JOTR,Joshua Tree NP,2016
8,576,148427,JOTR,Joshua Tree NP,2016
9,638,156795,JOTR,Joshua Tree NP,2016
10,872,220065,JOTR,Joshua Tree NP,2016
11,940,248731,JOTR,Joshua Tree NP,2016
12,929,250405,JOTR,Joshua Tree NP,2016
1,910,240124,JOTR,Joshua Tree NP,2017
2,963,260139,JOTR,Joshua Tree NP,2017
3,1507,404545,JOTR,Joshua Tree NP,2017
4,1374,361992,JOTR,Joshua Tree NP,2017
5,845,221752,JOTR,Joshua Tree NP,2017
6,470,125896,JOTR,Joshua Tree NP,2017
7,464,124571,JOTR,Joshua Tree NP,2017
8,536,142340,JOTR,Joshua Tree NP,2017
9,571,157084,JOTR,Joshua Tree NP,2017
10,833,223008,JOTR,Joshua Tree NP,2017
11,1120,307770,JOTR,Joshua Tree NP,2017
12,1095,284398,JOTR,Joshua Tree NP,2017
1,1082,297435,JOTR,Joshua Tree NP,2018
2,1008,288392,JOTR,Joshua Tree NP,2018
3,1402,404708,JOTR,Joshua Tree NP,2018
4,1141,325715,JOTR,Joshua Tree NP,2018
5,882,247786,JOTR,Joshua Tree NP,2018
6,554,153556,JOTR,Joshua Tree NP,2018
7,448,130427,JOTR,Joshua Tree NP,2018
8,496,142015,JOTR,Joshua Tree NP,2018
9,521,149124,JOTR,Joshua Tree NP,2018
10,800,221232,JOTR,Joshua Tree NP,2018
11,1063,299880,JOTR,Joshua Tree NP,2018
12,1119,282112,JOTR,Joshua Tree NP,2018
1,808,195993,JOTR,Joshua Tree NP,2019
2,889,261230,JOTR,Joshua Tree NP,2019
3,1567,469183,JOTR,Joshua Tree NP,2019
4,1277,374789,JOTR,Joshua Tree NP,2019
5,863,250928,JOTR,Joshua Tree NP,2019
6,685,187551,JOTR,Joshua Tree NP,2019
7,468,138967,JOTR,Joshua Tree NP,2019
8,465,120911,JOTR,Joshua Tree NP,2019
9,565,160294,JOTR,Joshua Tree NP,2019
10,811,233995,JOTR,Joshua Tree NP,2019
11,1005,291230,JOTR,Joshua Tree NP,2019
12,1039,303476,JOTR,Joshua Tree NP,2019
1,914,268187,JOTR,Joshua Tree NP,2020
2,1005,298294,JOTR,Joshua Tree NP,2020
3,817,226600,JOTR,Joshua Tree NP,2020
4,0,0,JOTR,Joshua Tree NP,2020
5,382,89831,JOTR,Joshua Tree NP,2020
6,748,184139,JOTR,Joshua Tree NP,2020
7,585,147037,JOTR,Joshua Tree NP,2020
8,537,134518,JOTR,Joshua Tree NP,2020
9,652,168181,JOTR,Joshua Tree NP,2020
10,944,253877,JOTR,Joshua Tree NP,2020
11,1386,360238,JOTR,Joshua Tree NP,2020
12,1058,268640,JOTR,Joshua Tree NP,2020
1,900,229995,JOTR,Joshua Tree NP,2021
2,1094,285687,JOTR,Joshua Tree NP,2021
3,1377,375049,JOTR,Joshua Tree NP,2021
4,1384,383735,JOTR,Joshua Tree NP,2021
5,1029,285611,JOTR,Joshua Tree NP,2021
6,684,181050,JOTR,Joshua Tree NP,2021
7,460,125568,JOTR,Joshua Tree NP,2021
8,470,123163,JOTR,Joshua Tree NP,2021
9,618,163241,JOTR,Joshua Tree NP,2021
10,754,213088,JOTR,Joshua Tree NP,2021
11,1252,334802,JOTR,Joshua Tree NP,2021
12,1323,363411,JOTR,Joshua Tree NP,2021
1,1068,277128,JOTR,Joshua Tree NP,2022
2,1050,302834,JOTR,Joshua Tree NP,2022
3,1537,431849,JOTR,Joshua Tree NP,2022
4,1280,358701,JOTR,Joshua Tree NP,2022
5,852,228627,JOTR,Joshua Tree NP,2022
6,617,159177,JOTR,Joshua Tree NP,2022
7,576,149070,JOTR,Joshua Tree NP,2022
8,516,135137,JOTR,Joshua Tree NP,2022
9,571,150533,JOTR,Joshua Tree NP,2022
10,812,222629,JOTR,Joshua Tree NP,2022
11,1217,316911,JOTR,Joshua Tree NP,2022
12,1233,325698,JOTR,Joshua Tree NP,2022
1,1055,285621,JOTR,Joshua Tree NP,2023
2,1117,303933,JOTR,Joshua Tree NP,2023
3,1587,434257,JOTR,Joshua Tree NP,2023
4,1449,390555,JOTR,Joshua Tree NP,2023
5,982,263984,JOTR,Joshua Tree NP,2023
6,832,212700,JOTR,Joshua Tree NP,2023
7,553,144420,JOTR,Joshua Tree NP,2023
8,619,156172,JOTR,Joshua Tree NP,2023
9,724,189383,JOTR,Joshua Tree NP,2023
10,861,233697,JOTR,Joshua Tree NP,2023
11,1145,313688,JOTR,Joshua Tree NP,2023
12,1247,341994,JOTR,Joshua Tree NP,2023
1,878,251664,JOTR,Joshua Tree NP,2024
2,1004,283582,JOTR,Joshua Tree NP,2024
3,1427,401378,JOTR,Joshua Tree NP,2024
4,1210,343806,JOTR,Joshua Tree NP,2024
5,929,259803,JOTR,Joshua Tree NP,2024
6,636,171606,JOTR,Joshua Tree NP,2024
1,0,6489,LAVO,Lassen Volcanic NP,2007
2,0,5127,LAVO,Lassen Volcanic NP,2007
3,0,7026,LAVO,Lassen Volcanic NP,2007
4,0,8826,LAVO,Lassen Volcanic NP,2007
5,0,28153,LAVO,Lassen Volcanic NP,2007
6,0,58337,LAVO,Lassen Volcanic NP,2007
7,0,91548,LAVO,Lassen Volcanic NP,2007
8,0,92588,LAVO,Lassen Volcanic NP,2007
9,0,55086,LAVO,Lassen Volcanic NP,2007
10,0,25758,LAVO,Lassen Volcanic NP,2007
11,0,9555,LAVO,Lassen Volcanic NP,2007
12,0,6564,LAVO,Lassen Volcanic NP,2007
1,0,6303,LAVO,Lassen Volcanic NP,2008
2,0,5568,LAVO,Lassen Volcanic NP,2008
3,0,6996,LAVO,Lassen Volcanic NP,2008
4,0,7722,LAVO,Lassen Volcanic NP,2008
5,0,22446,LAVO,Lassen Volcanic NP,2008
6,0,54644,LAVO,Lassen Volcanic NP,2008
7,0,84863,LAVO,Lassen Volcanic NP,2008
8,0,85597,LAVO,Lassen Volcanic NP,2008
9,0,60012,LAVO,Lassen Volcanic NP,2008
10,0,27025,LAVO,Lassen Volcanic NP,2008
11,0,8610,LAVO,Lassen Volcanic NP,2008
12,0,7575,LAVO,Lassen Volcanic NP,2008
1,0,6390,LAVO,Lassen Volcanic NP,2009
2,0,7149,LAVO,Lassen Volcanic NP,2009
3,0,6555,LAVO,Lassen Volcanic NP,2009
4,0,6492,LAVO,Lassen Volcanic NP,2009
5,0,21683,LAVO,Lassen Volcanic NP,2009
6,0,54537,LAVO,Lassen Volcanic NP,2009
7,0,82833,LAVO,Lassen Volcanic NP,2009
8,0,81082,LAVO,Lassen Volcanic NP,2009
9,0,57226,LAVO,Lassen Volcanic NP,2009
10,0,24094,LAVO,Lassen Volcanic NP,2009
11,0,9087,LAVO,Lassen Volcanic NP,2009
12,0,8511,LAVO,Lassen Volcanic NP,2009
1,0,8364,LAVO,Lassen Volcanic NP,2010
2,0,4842,LAVO,Lassen Volcanic NP,2010
3,0,7146,LAVO,Lassen Volcanic NP,2010
4,0,7428,LAVO,Lassen Volcanic NP,2010
5,0,18154,LAVO,Lassen Volcanic NP,2010
6,0,50934,LAVO,Lassen Volcanic NP,2010
7,0,90517,LAVO,Lassen Volcanic NP,2010
8,0,74012,LAVO,Lassen Volcanic NP,2010
9,0,63200,LAVO,Lassen Volcanic NP,2010
10,0,45603,LAVO,Lassen Volcanic NP,2010
11,0,7908,LAVO,Lassen Volcanic NP,2010
12,0,6462,LAVO,Lassen Volcanic NP,2010
1,0,7518,LAVO,Lassen Volcanic NP,2011
2,0,4644,LAVO,Lassen Volcanic NP,2011
3,0,7119,LAVO,Lassen Volcanic NP,2011
4,0,6402,LAVO,Lassen Volcanic NP,2011
5,0,20024,LAVO,Lassen Volcanic NP,2011
6,0,44712,LAVO,Lassen Volcanic NP,2011
7,0,83008,LAVO,Lassen Volcanic NP,2011
8,0,70924,LAVO,Lassen Volcanic NP,2011
9,0,68174,LAVO,Lassen Volcanic NP,2011
10,0,27290,LAVO,Lassen Volcanic NP,2011
11,0,5949,LAVO,Lassen Volcanic NP,2011
12,0,5505,LAVO,Lassen Volcanic NP,2011
1,0,6702,LAVO,Lassen Volcanic NP,2012
2,0,5970,LAVO,Lassen Volcanic NP,2012
3,0,1758,LAVO,Lassen Volcanic NP,2012
4,0,9867,LAVO,Lassen Volcanic NP,2012
5,0,28548,LAVO,Lassen Volcanic NP,2012
6,0,56793,LAVO,Lassen Volcanic NP,2012
7,0,98098,LAVO,Lassen Volcanic NP,2012
8,0,91293,LAVO,Lassen Volcanic NP,2012
9,0,59874,LAVO,Lassen Volcanic NP,2012
10,0,35415,LAVO,Lassen Volcanic NP,2012
11,0,6531,LAVO,Lassen Volcanic NP,2012
12,0,6804,LAVO,Lassen Volcanic NP,2012
1,0,14298,LAVO,Lassen Volcanic NP,2013
2,0,7611,LAVO,Lassen Volcanic NP,2013
3,0,5847,LAVO,Lassen Volcanic NP,2013
4,0,9906,LAVO,Lassen Volcanic NP,2013
5,0,26468,LAVO,Lassen Volcanic NP,2013
6,0,67368,LAVO,Lassen Volcanic NP,2013
7,0,102986,LAVO,Lassen Volcanic NP,2013
8,0,104876,LAVO,Lassen Volcanic NP,2013
9,0,64968,LAVO,Lassen Volcanic NP,2013
10,0,7086,LAVO,Lassen Volcanic NP,2013
11,0,11246,LAVO,Lassen Volcanic NP,2013
12,0,4749,LAVO,Lassen Volcanic NP,2013
1,0,5787,LAVO,Lassen Volcanic NP,2014
2,0,5835,LAVO,Lassen Volcanic NP,2014
3,0,8472,LAVO,Lassen Volcanic NP,2014
4,0,8434,LAVO,Lassen Volcanic NP,2014
5,0,29121,LAVO,Lassen Volcanic NP,2014
6,0,66774,LAVO,Lassen Volcanic NP,2014
7,0,98926,LAVO,Lassen Volcanic NP,2014
8,0,93162,LAVO,Lassen Volcanic NP,2014
9,0,62349,LAVO,Lassen Volcanic NP,2014
10,0,33405,LAVO,Lassen Volcanic NP,2014
11,0,10392,LAVO,Lassen Volcanic NP,2014
12,0,10320,LAVO,Lassen Volcanic NP,2014
1,0,9084,LAVO,Lassen Volcanic NP,2015
2,0,7212,LAVO,Lassen Volcanic NP,2015
3,0,8262,LAVO,Lassen Volcanic NP,2015
4,0,10980,LAVO,Lassen Volcanic NP,2015
5,0,31023,LAVO,Lassen Volcanic NP,2015
6,0,63211,LAVO,Lassen Volcanic NP,2015
7,0,106868,LAVO,Lassen Volcanic NP,2015
8,0,106166,LAVO,Lassen Volcanic NP,2015
9,0,70956,LAVO,Lassen Volcanic NP,2015
10,0,37395,LAVO,Lassen Volcanic NP,2015
11,0,8829,LAVO,Lassen Volcanic NP,2015
12,0,8106,LAVO,Lassen Volcanic NP,2015
1,0,9627,LAVO,Lassen Volcanic NP,2016
2,0,8730,LAVO,Lassen Volcanic NP,2016
3,0,8967,LAVO,Lassen Volcanic NP,2016
4,0,12294,LAVO,Lassen Volcanic NP,2016
5,0,29355,LAVO,Lassen Volcanic NP,2016
6,0,74193,LAVO,Lassen Volcanic NP,2016
7,0,120958,LAVO,Lassen Volcanic NP,2016
8,0,105114,LAVO,Lassen Volcanic NP,2016
9,0,88631,LAVO,Lassen Volcanic NP,2016
10,0,64396,LAVO,Lassen Volcanic NP,2016
11,0,8373,LAVO,Lassen Volcanic NP,2016
12,0,5430,LAVO,Lassen Volcanic NP,2016
1,0,9231,LAVO,Lassen Volcanic NP,2017
2,0,7203,LAVO,Lassen Volcanic NP,2017
3,0,7002,LAVO,Lassen Volcanic NP,2017
4,0,10518,LAVO,Lassen Volcanic NP,2017
5,0,31173,LAVO,Lassen Volcanic NP,2017
6,0,58880,LAVO,Lassen Volcanic NP,2017
7,0,122834,LAVO,Lassen Volcanic NP,2017
8,0,111514,LAVO,Lassen Volcanic NP,2017
9,0,88592,LAVO,Lassen Volcanic NP,2017
10,0,40581,LAVO,Lassen Volcanic NP,2017
11,0,10335,LAVO,Lassen Volcanic NP,2017
12,0,9393,LAVO,Lassen Volcanic NP,2017
1,0,10263,LAVO,Lassen Volcanic NP,2018
2,0,7194,LAVO,Lassen Volcanic NP,2018
3,0,7773,LAVO,Lassen Volcanic NP,2018
4,0,21216,LAVO,Lassen Volcanic NP,2018
5,0,34144,LAVO,Lassen Volcanic NP,2018
6,0,75220,LAVO,Lassen Volcanic NP,2018
7,0,114368,LAVO,Lassen Volcanic NP,2018
8,0,91422,LAVO,Lassen Volcanic NP,2018
9,0,75514,LAVO,Lassen Volcanic NP,2018
10,0,45236,LAVO,Lassen Volcanic NP,2018
11,0,9480,LAVO,Lassen Volcanic NP,2018
12,0,7605,LAVO,Lassen Volcanic NP,2018
1,0,8646,LAVO,Lassen Volcanic NP,2019
2,0,6561,LAVO,Lassen Volcanic NP,2019
3,0,7944,LAVO,Lassen Volcanic NP,2019
4,0,12477,LAVO,Lassen Volcanic NP,2019
5,0,25170,LAVO,Lassen Volcanic NP,2019
6,0,63803,LAVO,Lassen Volcanic NP,2019
7,0,105535,LAVO,Lassen Volcanic NP,2019
8,0,98109,LAVO,Lassen Volcanic NP,2019
9,0,75502,LAVO,Lassen Volcanic NP,2019
10,0,88428,LAVO,Lassen Volcanic NP,2019
11,0,12879,LAVO,Lassen Volcanic NP,2019
12,0,11985,LAVO,Lassen Volcanic NP,2019
1,0,10770,LAVO,Lassen Volcanic NP,2020
2,0,11655,LAVO,Lassen Volcanic NP,2020
3,0,6933,LAVO,Lassen Volcanic NP,2020
4,0,0,LAVO,Lassen Volcanic NP,2020
5,0,3108,LAVO,Lassen Volcanic NP,2020
6,0,83355,LAVO,Lassen Volcanic NP,2020
7,0,135668,LAVO,Lassen Volcanic NP,2020
8,0,120112,LAVO,Lassen Volcanic NP,2020
9,0,67992,LAVO,Lassen Volcanic NP,2020
10,0,72363,LAVO,Lassen Volcanic NP,2020
11,0,16947,LAVO,Lassen Volcanic NP,2020
12,0,13371,LAVO,Lassen Volcanic NP,2020
1,0,10455,LAVO,Lassen Volcanic NP,2021
2,0,8616,LAVO,Lassen Volcanic NP,2021
3,0,8847,LAVO,Lassen Volcanic NP,2021
4,0,18873,LAVO,Lassen Volcanic NP,2021
5,0,53906,LAVO,Lassen Volcanic NP,2021
6,0,105549,LAVO,Lassen Volcanic NP,2021
7,0,120113,LAVO,Lassen Volcanic NP,2021
8,0,558,LAVO,Lassen Volcanic NP,2021
9,0,0,LAVO,Lassen Volcanic NP,2021
10,0,14856,LAVO,Lassen Volcanic NP,2021
11,0,11484,LAVO,Lassen Volcanic NP,2021
12,0,6378,LAVO,Lassen Volcanic NP,2021
1,0,9894,LAVO,Lassen Volcanic NP,2022
2,0,8184,LAVO,Lassen Volcanic NP,2022
3,0,7764,LAVO,Lassen Volcanic NP,2022
4,0,13539,LAVO,Lassen Volcanic NP,2022
5,0,21836,LAVO,Lassen Volcanic NP,2022
6,0,70558,LAVO,Lassen Volcanic NP,2022
7,0,110025,LAVO,Lassen Volcanic NP,2022
8,0,94788,LAVO,Lassen Volcanic NP,2022
9,0,53204,LAVO,Lassen Volcanic NP,2022
10,0,41193,LAVO,Lassen Volcanic NP,2022
11,0,9063,LAVO,Lassen Volcanic NP,2022
12,0,6243,LAVO,Lassen Volcanic NP,2022
1,0,5475,LAVO,Lassen Volcanic NP,2023
2,0,5775,LAVO,Lassen Volcanic NP,2023
3,0,5775,LAVO,Lassen Volcanic NP,2023
4,0,6180,LAVO,Lassen Volcanic NP,2023
5,0,23184,LAVO,Lassen Volcanic NP,2023
6,0,52352,LAVO,Lassen Volcanic NP,2023
7,0,103383,LAVO,Lassen Volcanic NP,2023
8,0,83646,LAVO,Lassen Volcanic NP,2023
9,0,69877,LAVO,Lassen Volcanic NP,2023
10,0,44773,LAVO,Lassen Volcanic NP,2023
11,0,9495,LAVO,Lassen Volcanic NP,2023
12,0,9063,LAVO,Lassen Volcanic NP,2023
1,0,7116,LAVO,Lassen Volcanic NP,2024
2,0,6786,LAVO,Lassen Volcanic NP,2024
3,0,6072,LAVO,Lassen Volcanic NP,2024
4,0,6978,LAVO,Lassen Volcanic NP,2024
5,0,34227,LAVO,Lassen Volcanic NP,2024
6,0,72903,LAVO,Lassen Volcanic NP,2024
1,0,7526,LIRI,Little River Canyon NPRES,2007
2,0,5647,LIRI,Little River Canyon NPRES,2007
3,0,17707,LIRI,Little River Canyon NPRES,2007
4,0,19471,LIRI,Little River Canyon NPRES,2007
5,0,29271,LIRI,Little River Canyon NPRES,2007
6,0,54483,LIRI,Little River Canyon NPRES,2007
7,0,26447,LIRI,Little River Canyon NPRES,2007
8,0,30909,LIRI,Little River Canyon NPRES,2007
9,0,22334,LIRI,Little River Canyon NPRES,2007
10,0,28472,LIRI,Little River Canyon NPRES,2007
11,0,13211,LIRI,Little River Canyon NPRES,2007
12,0,8711,LIRI,Little River Canyon NPRES,2007
1,0,8940,LIRI,Little River Canyon NPRES,2008
2,0,12705,LIRI,Little River Canyon NPRES,2008
3,0,16848,LIRI,Little River Canyon NPRES,2008
4,0,16548,LIRI,Little River Canyon NPRES,2008
5,0,21602,LIRI,Little River Canyon NPRES,2008
6,0,21693,LIRI,Little River Canyon NPRES,2008
7,0,27047,LIRI,Little River Canyon NPRES,2008
8,0,19064,LIRI,Little River Canyon NPRES,2008
9,0,14282,LIRI,Little River Canyon NPRES,2008
10,0,21989,LIRI,Little River Canyon NPRES,2008
11,0,10271,LIRI,Little River Canyon NPRES,2008
12,0,6704,LIRI,Little River Canyon NPRES,2008
1,0,8051,LIRI,Little River Canyon NPRES,2009
2,0,4359,LIRI,Little River Canyon NPRES,2009
3,0,20190,LIRI,Little River Canyon NPRES,2009
4,0,17147,LIRI,Little River Canyon NPRES,2009
5,0,19577,LIRI,Little River Canyon NPRES,2009
6,0,25454,LIRI,Little River Canyon NPRES,2009
7,0,21860,LIRI,Little River Canyon NPRES,2009
8,0,18904,LIRI,Little River Canyon NPRES,2009
